Argument ID	WA	MACE-P	stance_WA	stance_WA_conf
A18437	0.892719809	0.821446411	1	1
A18438	1	0.789961675	1	0.891399145
A18439	0.968780169	0.896125503	1	0.710386365
A18440	1	0.95375334	1	1
A18441	0.687484986	0.229249646	-1	1
A18442	0.979106616	0.90918385	-1	1
A18444	0.801134258	0.769498476	-1	1
A18445	0.709840899	0.039983313	-1	0.604833944
A18446	0.710186915	0.996672114	1	1
A18447	0.749125079	0.740632226	-1	1
A18448	0.86189189	0.319543397	-1	1
A18449	0.759334479	0.203258404	1	1
A18451	0.835695931	0.929479029	1	1
A18452	0.732829174	0.027052595	1	1
A18454	0.87172102	0.890572422	1	1
A18455	0.962500578	0.911446009	-1	1
A18456	0.923253988	0.877796154	1	1
A18457	0.881186138	0.620474963	-1	0.928580847
A18459	0.979450911	0.999835929	1	1
A18460	0.955252031	0.810991758	1	1
A18461	0.869409107	0.849429398	-1	0.9021889
A18462	0.979026965	0.900897115	1	1
A18464	1	0.96770288	1	1
A18465	0.877999536	0.757789407	1	1
A18466	0.717367585	0.374169917	1	1
A18467	1	0.868210134	-1	1
A18470	0.981870933	0.998088236	1	1
A18472	1	0.993275404	-1	0.898040409
A18473	0.678533026	0.189509538	-1	1
A18474	0.980724167	0.880711979	1	1
A18475	0.811576292	0.61593555	1	1
A18476	1	0.86824146	1	1
A18477	0.956295733	0.821853101	-1	1
A18478	0.887970999	0.847007242	-1	0.906001266
A18479	0.982360029	0.886369452	-1	0.888823558
A18480	0.642639983	0.166098941	-1	0.821269709
A18481	0.555272253	0.203601938	-1	1
A18482	0.656628363	0.227944538	1	0.887668214
A18485	0.71048932	0.199860219	-1	0.891983059
A18486	0.747798531	0.358699605	-1	0.896359042
A18487	1	0.906617836	1	1
A18488	1	0.97154846	1	1
A18489	1	0.848450617	1	1
A18490	0.760019065	0.667104225	1	1
A18492	1	0.927543218	-1	1
A18493	0.976961604	0.953568846	1	0.89111557
A18494	1	0.641878776	-1	0.927432343
A18495	1	0.969409957	1	1
A18496	0.754109862	0.093985611	1	0.903274542
A18497	0.698985106	0.496096151	1	1
A18498	0.910977564	0.677524318	-1	0.898785818
A18500	0.776293915	0.76431405	-1	0.900043514
A19001	0.776859937	0.244491062	1	1
A19002	1	0.910173137	1	1
A19003	0.846728982	0.615093108	-1	1
A19004	0.909316591	0.650264461	1	1
A19005	1	0.929015929	-1	1
A19006	0.860894216	0.746827988	-1	1
A19007	0.816840426	0.209767639	-1	0.907280921
A19008	1	0.930778781	1	1
A19009	1	0.966618864	-1	1
A19010	0.947572122	0.998080077	1	1
A19012	0.804658591	0.823608073	-1	1
A19013	0.676650269	0.29040985	-1	1
A19014	0.941527939	0.816083535	-1	1
A19015	0.588291147	0.542524603	-1	1
A19016	0.870342403	0.546770363	1	1
A19017	0.911857212	0.999963356	1	1
A19018	0.818208066	0.665214533	1	0.827166216
A19019	0.760663391	0.650732581	-1	1
A19020	0.735781948	0.975167972	-1	1
A19021	0.789006717	0.673036107	-1	1
A19022	0.846867046	0.716864534	-1	0.795411009
A19023	1	0.999791403	1	1
A19024	0.861939346	0.590484729	1	0.896819527
A19025	0.561299497	0.006847975	1	1
A19026	0.51591706	0.021675543	-1	1
A19027	0.718996049	0.241374213	-1	1
A19028	0.773167912	0.517336952	1	1
A19029	0.760931911	0.500549246	-1	1
A19030	0.90545882	0.400326916	-1	0.634627658
A19031	0.751621375	0.312813695	1	1
A19033	0.739853988	0.446682834	-1	0.888421769
A19035	0.831592843	0.942217665	-1	1
A19037	0.664568198	0.083126728	-1	0.896120913
A19038	0.983184656	0.903842704	1	1
A19040	0.949874052	0.932287917	-1	0.927669641
A19041	1	0.936667034	-1	0.628890721
A19042	0.903547594	0.528369369	-1	1
A19043	0.756110196	0.161450048	-1	0.926424788
A19044	0.666409799	0.261365602	-1	0.786150623
A19045	0.821549632	0.784821129	-1	1
A19046	0.590323904	0.622537309	-1	1
A19047	0.969062641	0.968362026	-1	1
A19049	1	0.913530531	-1	1
A19050	0.993165719	0.998738209	-1	0.966026797
A19051	0.890128263	0.413995432	1	1
A19052	0.734790422	0.113221503	-1	0.627712023
A19053	1	0.99671112	-1	1
A19054	0.917710637	0.19529634	-1	0.92719002
A19055	1	0.801519613	1	1
A19056	0.76397919	0.993345313	-1	1
A19057	1	0.994248048	1	1
A19058	0.914647327	0.513351409	-1	1
A19059	1	0.977787436	1	1
A19060	1	0.833647434	-1	1
A19061	0.583296522	0.042057789	1	1
A19062	0.979872448	0.969560345	-1	1
A19063	1	0.807435545	1	0.897610617
A19064	0.769476141	0.360372451	1	1
A19066	0.806585556	0.445307822	1	1
A19067	1	0.927781996	1	1
A19069	1	0.935081206	1	1
A19070	0.965853418	0.999986777	-1	1
A19071	0.596735675	0.117046293	1	0.805103752
A19072	0.620796282	0.196389081	1	1
A19073	0.743819142	0.214550417	-1	0.822804832
A19075	0.567173297	0.019706761	1	0.789781137
A19076	0.886305991	0.880744954	-1	1
A19077	0.858045207	0.622664345	-1	1
A19078	0.85178575	0.977878878	-1	0.925051034
A19079	1	0.93042674	1	1
A19082	0.557849412	0.281950463	1	0.61366406
A19083	0.619339152	0.101071576	1	1
A19084	0.932035277	0.998926592	-1	1
A19085	1	0.9715706	1	1
A19086	0.766005339	0.996687538	-1	1
A19087	0.709070051	0.165107885	-1	1
A19088	1	0.942932638	1	1
A19089	0.91135263	0.757129243	-1	0.902463621
A19090	0.836467633	0.859477455	-1	1
A19091	0.843870779	0.813001661	-1	1
A19092	0.530533493	0.010808908	1	1
A19093	1	0.844140774	1	1
A19094	0.574198083	0.149256667	1	0.893898994
A19095	0.514338851	0.014072633	-1	0.899819883
A19096	0.56130294	0.024885657	-1	1
A19097	0.948358496	0.962765864	-1	1
A19098	1	0.921174786	1	1
A19099	0.826733475	0.350868801	-1	1
A19101	0.973304365	0.787552485	-1	0.90609476
A19102	0.645593292	0.341311724	-1	1
A19103	1	0.964167341	1	0.897375126
A19105	0.826558363	0.696743368	-1	1
A19106	1	0.995361382	1	1
A19107	1	0.984295237	1	1
A19108	1	0.871289153	1	1
A19109	0.892042313	0.662331538	1	1
A19110	0.915704458	0.946829831	1	0.913656949
A19111	0.695766329	0.146560525	-1	0.806152464
A19112	1	0.466908944	1	1
A19113	0.726687748	0.426972147	1	1
A19114	1	0.832482581	1	1
A19115	0.649292749	0.023298627	1	1
A19116	0.856328287	0.977302522	1	1
A19117	0.937593667	0.910741953	1	1
A19118	0.777979271	0.943098977	1	1
A19119	0.871986195	0.748269367	1	0.79255089
A19120	0.870314036	0.717508562	1	1
A19121	1	0.98945704	-1	1
A19122	0.977833867	0.939076736	-1	1
A19123	0.707415939	0.770611053	1	0.894315251
A19124	1	0.846452712	-1	1
A19125	0.724456291	0.093565844	-1	0.927843706
A19126	0.692950609	0.671061802	-1	0.612672857
A19127	1	0.725844969	1	1
A19128	0.9134597	0.919339327	-1	1
A19129	1	0.920349734	-1	1
A19130	0.939594344	0.897728562	-1	1
A19131	0.874149107	0.682275376	-1	1
A19132	0.90823122	0.851693731	-1	1
A19133	0.915116014	0.604353375	-1	1
A19135	0.841941138	0.594986466	1	1
A19136	0.881186138	0.620474963	1	1
A19137	1	0.858081025	-1	1
A19138	0.628366208	0.114164701	1	0.90930991
A19139	1	0.990161294	-1	1
A19141	1	0.877999292	-1	1
A19142	1	0.999513923	1	1
A19143	0.749335656	0.213060009	-1	1
A19144	0.835599493	0.832655054	1	1
A19145	0.681911006	0.126000616	1	1
A19146	0.95764466	0.619671926	1	1
A19147	1	0.898990776	1	1
A19149	1	0.991752596	1	1
A19150	0.576494612	0.023370286	-1	0.911844983
A19152	0.847572448	0.965075602	-1	0.779449954
A19154	0.608702866	0.231519005	-1	0.928006808
A19155	0.705631514	0.0741806	-1	1
A19156	0.860557106	0.755364551	1	1
A19157	0.865329058	0.871744462	-1	0.908126212
A19158	0.824442344	0.84486992	1	0.920836237
A19159	0.777842715	0.458549829	-1	0.901438849
A19160	0.948786016	0.952871459	1	0.698455705
A19161	0.892736234	0.687117361	1	1
A19162	0.770891266	0.551043726	-1	0.898838722
A19164	0.75716936	0.051193014	-1	1
A19165	0.834987662	0.446757429	-1	1
A19168	0.869627582	0.752318036	1	1
A19169	0.880423412	0.603266471	1	1
A19170	0.946761807	0.807116748	1	1
A19171	1	0.823916852	-1	1
A19172	0.89077087	0.886800195	1	1
A19173	0.736529549	0.353406479	-1	0.81226793
A19174	0.883186	0.827363573	-1	1
A19175	0.984009697	0.943921387	-1	1
A19176	1	0.942395608	1	1
A19177	0.766392194	0.378801458	-1	1
A19178	0.836561812	0.706343979	1	1
A19180	0.647913519	0.363580527	1	0.907975514
A19181	0.607512054	0.161115234	1	0.816078694
A19182	1	0.953829643	1	1
A19183	0.63442682	0.001743028	1	1
A19184	1	0.989017299	-1	0.927897066
A19185	0.679157096	0.027582295	-1	1
A19188	1	0.99675009	1	1
A19189	0.557622119	0.196511618	-1	0.898748416
A19190	1	0.961427194	1	1
A19191	0.773082082	0.256718173	1	1
A19192	0.700429797	0.457128165	-1	1
A19193	0.663518947	0.123293134	-1	1
A19194	0.981229212	0.838285201	1	1
A19195	0.878870783	0.982192052	1	1
A19196	0.823556248	0.844554733	-1	1
A19198	0.898645343	0.955291473	1	1
A19199	1	0.998986486	-1	0.901069967
A19200	0.764088059	0.318873111	1	1
A19201	0.531865164	0.001219477	1	0.814390622
A19203	0.8465104	0.678331318	-1	0.926255465
A19204	1	0.965170807	-1	1
A19205	0.520491756	0.006976106	-1	1
A19207	0.86950534	0.529574434	1	1
A19208	1	0.999142843	1	0.905958025
A19210	0.700187361	0.581745812	-1	0.898764303
A19211	0.607187783	0.025100648	1	0.805574466
A19212	1	0.975353507	1	1
A19213	0.904071846	0.757178457	1	1
A19215	0.523178159	0.098495003	1	1
A19216	0.910631565	0.618196611	1	1
A19217	0.562718687	0.00113538	1	1
A19218	0.85129882	0.609532549	1	1
A19222	1	0.935973212	1	1
A19223	0.649630118	0.733842449	-1	1
A19224	0.81356576	0.833961017	1	0.803247204
A19225	0.747465194	0.432768906	1	1
A19226	0.675236959	0.91472667	-1	0.888897258
A19227	0.933382428	0.998125322	-1	1
A19228	0.854807963	0.551157641	1	1
A19229	0.679459769	0.001340856	-1	0.808330753
A19231	0.728217917	0.247340499	1	0.703125793
A19232	0.832213354	0.991845766	-1	1
A19233	0.981380776	0.998159734	1	1
A19235	0.953416314	0.998736794	-1	0.894479893
A19236	0.980690943	0.974605198	1	1
A19237	0.754441398	0.578926503	1	0.899592898
A19238	0.814531451	0.537673327	-1	1
A19239	1	0.86014917	-1	0.928384323
A19240	0.530850843	0.002380002	1	0.900071343
A19241	1	0.968512685	1	1
A19242	0.558075304	0.010656415	1	0.909851982
A19244	0.770662228	0.593154608	-1	1
A19245	0.628983728	0.127320245	1	0.796919859
A19246	0.903796711	0.790043031	-1	0.892117711
A19247	0.63844042	0.005729809	1	1
A19248	0.592411999	0.031464728	-1	0.56252963
A19249	1	0.984433965	-1	0.901893735
A19250	0.564873704	0.07003576	-1	1
A19251	0.95768874	0.974387196	1	0.967228343
A19253	0.912027288	0.922247077	-1	1
A19254	1	0.459708635	1	1
A19256	0.859376742	0.897063848	-1	1
A19257	0.807533119	0.645573959	-1	0.933602535
A19258	0.722684817	0.998834916	1	0.898108533
A19259	0.746044502	0.17428203	-1	0.523279902
A19260	0.790257542	0.723099218	-1	1
A19261	0.555017696	0.0078726	-1	1
A19262	0.963060941	0.810971042	1	0.901482006
A19264	1	0.996584662	1	1
A19265	0.62452451	0.037469509	1	0.894664212
A19266	0.824003978	0.617701944	-1	0.911071598
A19267	0.70095361	0.296492555	1	1
A19269	0.670091269	0.178676404	1	0.826272214
A19271	0.676268546	0.191138626	-1	1
A19272	0.857532125	0.624815694	-1	1
A19273	0.529829356	0.00634928	1	1
A19274	0.610280042	0.004352524	1	1
A19275	0.985881375	0.933613504	-1	1
A19276	0.910913466	0.744983398	1	1
A19277	0.907234723	0.840840872	-1	1
A19278	0.809818194	0.954927016	-1	1
A19279	0.677290539	0.41454632	1	1
A19283	0.869541847	0.932840668	-1	1
A19284	0.782252416	0.746760382	-1	1
A19285	0.907138237	0.77561059	1	0.597595543
A19286	0.556173189	0.016365353	-1	1
A19287	0.894841747	0.969529895	-1	1
A19288	0.822897531	0.632793288	-1	1
A19290	0.684056304	0.138029617	-1	0.927470606
A19291	0.788665351	0.159953777	-1	1
A19293	0.849666853	0.67309858	-1	0.902807879
A19294	0.811190721	0.461282968	1	0.582471834
A19296	0.768982875	0.569588387	-1	1
A19297	0.623757724	0.05389257	-1	0.899957575
A19299	1	0.996871474	-1	1
A19300	1	0.99977136	1	0.893746843
A19302	0.733259372	0.123602993	-1	0.711989542
A19303	0.819118914	0.667989145	-1	0.607659043
A19304	0.849170617	0.309406145	-1	0.927864775
A19305	0.882174673	0.90715926	-1	1
A19306	0.749324784	0.939645931	-1	1
A19307	0.502396588	0.01287101	-1	1
A19308	0.604165498	0.029611051	-1	1
A19310	1	0.969580609	1	1
A19311	0.745183134	0.073473844	-1	1
A19312	0.564478324	0.093054136	-1	0.898785072
A19313	0.814579396	0.746745203	1	0.708591091
A19314	0.85606398	0.884621561	-1	1
A19316	1	0.852587437	1	1
A19318	0.741624685	0.104519746	1	1
A19319	1	0.915502312	1	1
A19320	0.900589149	0.871352092	-1	0.904020788
A19322	1	0.99784496	1	1
A19323	0.94828749	0.985534756	-1	1
A19324	0.866243357	0.712514985	-1	1
A19325	0.918062127	0.949664833	1	1
A19326	0.683443046	0.433268965	1	1
A19327	0.736255899	0.362738971	-1	1
A19328	0.674460543	7.6e-05	-1	0.839374981
A19329	0.887055567	0.869107496	1	1
A19330	1	0.861588894	1	0.904687946
A19331	0.823802067	0.764338507	-1	1
A19332	0.791389178	0.832039721	1	1
A19333	0.804333753	0.763834881	-1	1
A19336	1	0.886234063	1	1
A19337	1	0.580650405	1	1
A19338	1	0.990367457	-1	1
A19340	0.72969649	0.436911659	-1	1
A19341	1	0.93355925	1	1
A19342	0.832722143	0.877545398	-1	1
A19343	0.855501724	0.692707256	1	1
A19344	0.956693442	0.548847482	1	1
A19345	0.628236808	0.362811472	1	1
A19347	0.972829744	0.89854631	1	1
A19348	0.63289283	0.093363398	1	0.899885676
A19349	0.890397089	0.713003983	1	1
A19350	0.855933994	0.943718521	1	1
A19351	1	0.840070059	1	1
A19352	1	0.791307564	1	1
A19353	0.642489027	0.039688236	1	1
A19354	0.758567022	0.697852501	-1	0.891153966
A19355	0.880505317	0.677482822	1	1
A19356	0.563208877	0.035234005	1	1
A19357	1	0.953410731	-1	1
A19358	0.852272982	0.792224379	-1	0.824482207
A19359	0.808292288	0.347406567	1	0.898631958
A19360	0.897538245	0.999749035	-1	1
A19361	1	0.865845237	-1	0.927909083
A19362	1	0.873071248	1	1
A19363	0.881305827	0.705050359	1	1
A19364	0.950482172	0.922084865	-1	0.799929547
A19365	0.668839447	0.178941964	-1	1
A19366	0.858967943	0.999577677	-1	1
A19367	0.669866955	0.087655333	-1	1
A19368	0.870766136	0.96704825	-1	0.928827685
A19369	0.563160127	0.025877384	1	1
A19370	0.626075419	0.032125106	1	1
A19371	0.746927866	0.442308567	1	0.902709698
A19372	0.686693017	0.257015919	-1	1
A19373	1	0.927217153	1	1
A19374	1	0.896301911	1	0.898742206
A19375	0.927644554	0.998096106	-1	1
A19376	0.855933003	0.352904322	-1	1
A19377	0.873501016	0.645482384	-1	0.903900238
A19378	0.977214585	0.852117301	1	1
A19379	0.527682189	0.005540844	-1	0.892017171
A19380	0.834760538	0.867006462	-1	1
A19381	0.805978189	0.631727576	1	1
A19382	1	0.718789787	1	1
A19383	0.602152224	0.027700116	-1	0.67235071
A19384	1	0.790479877	1	0.896730179
A19386	0.869792742	0.985864899	1	1
A19387	0.810645637	0.242675837	1	1
A19388	1	0.996342261	1	1
A19389	1	0.927781996	-1	1
A19390	0.742911741	0.005272534	-1	1
A19391	0.862559969	0.884874713	-1	1
A19392	0.80029958	0.29449057	-1	1
A19393	0.801777149	0.689777395	-1	1
A19395	0.738220765	0.089848271	1	1
A19396	0.825278996	0.176843136	-1	1
A19397	0.707482507	0.223701373	-1	1
A19399	0.557068102	0.041241875	-1	0.894206893
A19400	0.976882885	0.938281499	-1	1
A19401	1	0.999997637	-1	1
A19402	0.933041734	0.963682034	-1	0.929242783
A19403	0.827543858	0.957264272	1	1
A19404	0.731656149	0.284004875	1	1
A19405	0.707023857	0.709691552	-1	1
A19406	0.92051187	0.891366561	1	0.904790663
A19407	0.772295624	0.624141262	1	1
A19408	0.853920938	0.291973655	1	1
A19409	0.688549466	0.126520511	1	1
A19410	0.572916834	0.019341961	-1	1
A19411	0.764603077	0.333815337	-1	1
A19412	0.751180225	0.806269212	-1	1
A19413	0.813665372	0.45321296	-1	0.908783019
A19414	1	0.738020929	-1	0.928486052
A19415	0.729616334	0.064359787	-1	1
A19416	0.722096993	0.568934804	-1	1
A19418	0.603533775	0.133841396	1	1
A19420	0.635867455	0.298369521	-1	0.894589876
A19421	0.867327102	0.970151162	-1	1
A19422	0.65049226	0.138176914	-1	1
A19423	0.740970562	0.419285527	1	1
A19424	0.736237195	0.084799933	1	1
A19425	0.818331188	0.313093926	-1	1
A19426	0.761260383	0.391614381	1	0.558724706
A19428	0.921442714	0.684873406	1	1
A19429	0.564123886	0.001926291	1	1
A19430	0.818980475	0.854161724	-1	1
A19431	0.66290342	0.217348817	1	1
A19432	0.913947327	0.86604939	-1	1
A19433	1	0.973850908	1	1
A19435	0.802634612	0.409507061	1	1
A19436	1	0.817157619	1	1
A19437	1	0.818293479	1	1
A19439	0.572694897	0.280602574	-1	1
A19440	1	0.938251748	-1	1
A19441	0.905356877	0.834677691	-1	0.812948629
A19442	1	0.902023624	1	1
A19443	0.921938184	0.758416423	-1	1
A19444	1	0.635860165	-1	1
A19445	0.776603164	0.174780608	1	0.926547643
A19446	0.908501979	0.951667102	-1	1
A19447	1	0.961754522	-1	1
A19448	0.829935233	0.784999915	1	0.900334873
A19449	1	0.96433576	1	1
A19450	0.762795893	0.017862325	1	0.692724802
A19451	0.864472826	0.528603734	1	1
A19452	0.575878992	0.010920788	-1	1
A19453	0.800518254	0.803730745	1	0.915050518
A19454	0.978977632	0.956124102	1	1
A19455	0.858101377	0.776162959	1	1
A19456	0.806860027	0.837818136	-1	1
A19457	0.88366349	0.644557904	1	1
A19458	1	0.999800824	1	1
A19459	0.944721472	0.923112805	-1	0.928162813
A19460	0.672061539	0.203033733	1	0.897342684
A19461	0.771556628	0.777911939	-1	1
A19462	1	0.921175733	-1	1
A19463	0.860096803	0.594613027	1	1
A19464	0.764617006	0.464702487	-1	0.928625868
A19465	1	0.862558013	-1	1
A19466	0.876304769	0.883046708	-1	1
A19467	0.937008928	0.833297347	-1	0.898387721
A19468	0.932481883	0.556486269	1	0.900050058
A19469	1	0.847429202	1	1
A19470	0.863922575	0.806784158	1	1
A19472	0.880165821	0.729503221	1	1
A19473	0.744964172	0.502984531	1	1
A19474	1	0.983427333	-1	1
A19475	0.701842967	0.10312673	1	1
A19476	1	0.54596821	1	1
A19477	1	0.941440159	1	1
A19479	0.638653218	0.081992404	-1	1
A19480	1	0.721575562	1	1
A19481	0.912132102	0.884092057	1	0.600645684
A19483	0.844865883	0.704809211	-1	1
A19484	0.89287615	0.62833881	1	0.911575553
A19485	0.902389249	0.99193368	1	1
A19486	0.66533273	0.087081388	-1	0.895964607
A19487	0.715159785	0.104900392	-1	0.896482839
A19488	0.815704239	0.658968724	-1	0.888594517
A19489	0.877347477	0.786706257	-1	1
A19490	0.785737248	0.419697346	-1	1
A19491	0.901238594	0.720904984	-1	1
A19492	0.570726246	0.009106984	-1	0.928340419
A19493	0.811576292	0.61593555	-1	1
A19494	0.900003225	0.888679895	-1	0.927714874
A19495	0.693025483	0.202212255	1	1
A19496	0.64248196	0.284239392	1	0.898463127
A19497	1	0.963094166	1	1
A19498	0.683719891	0.499398262	-1	1
A19499	0.904990662	0.961785774	1	1
A19500	1	0.934420359	1	1
A20001	0.787245739	0.207321258	-1	0.796935959
A20002	1	0.969870963	1	1
A20004	0.841420104	0.852131534	-1	1
A20005	0.767525044	0.300301892	1	1
A20006	0.980690943	0.974605198	-1	0.892315329
A20007	0.856672874	0.912374494	-1	1
A20008	1	0.871289153	1	1
A20009	0.604592753	0.065456031	-1	1
A20011	0.58799159	0.009423518	-1	1
A20012	0.560377389	0.024437086	1	1
A20014	0.749501657	0.0191272	1	1
A20015	1	0.936016716	1	1
A20016	0.78704758	0.488256296	-1	0.893507068
A20017	1	0.90972735	1	1
A20018	0.880070765	0.67691325	1	1
A20019	0.983412941	0.999697076	1	1
A20020	0.829246575	0.756658111	-1	0.893167658
A20021	0.962500578	0.911446009	1	1
A20022	1	0.938568269	-1	1
A20023	0.539719216	0.001353775	1	1
A20024	0.679953516	0.220757718	1	1
A20025	0.661716988	0.186081478	-1	1
A20026	0.741471974	0.99351125	-1	1
A20027	0.898663363	0.791772141	1	1
A20028	0.92140274	0.999922064	1	1
A20029	0.809049862	0.349765506	-1	1
A20030	1	0.984780064	1	1
A20031	1	0.99986711	1	1
A20033	0.776859937	0.036470529	-1	0.928477972
A20034	0.603642188	0.023122164	-1	0.895887628
A20035	0.517020493	0.005564409	1	0.699965218
A20037	0.610590306	0.058678558	1	0.416273907
A20038	0.533849729	0.02929772	1	1
A20039	0.867452954	0.474838619	1	0.798553367
A20040	0.670581531	0.091388839	-1	0.897403978
A20042	1	0.999729882	1	0.944556094
A20043	0.876061567	0.413435207	-1	0.928497676
A20044	0.701987233	0.616804804	-1	0.906264208
A20045	1	0.926873855	-1	1
A20046	0.526167509	0.007637045	-1	0.790606122
A20047	0.948056897	0.907722077	-1	0.928461793
A20048	0.663932356	0.049266119	-1	0.714912368
A20049	1	0.997266112	1	1
A20050	0.760902859	0.378327659	-1	1
A20053	0.732070408	0.114386372	1	1
A20054	0.915490071	0.999939336	-1	1
A20055	0.844924964	0.39580802	-1	0.888334765
A20056	1	0.99634611	1	1
A20057	0.93698805	0.634249411	-1	1
A20058	0.768611333	0.843163475	1	1
A20059	0.838316754	0.693314287	-1	0.893238279
A20060	0.818785065	0.512734385	-1	1
A20061	1	0.975258657	-1	1
A20062	1	0.998976286	-1	1
A20063	0.728351635	0.291614019	1	1
A20064	0.845284317	0.795669158	-1	1
A20065	0.617457831	0.415030922	1	1
A20067	1	0.96783319	-1	1
A20068	0.871353803	0.993152389	1	1
A20069	0.86887037	0.735909748	-1	0.899505321
A20070	0.643342704	0.082825961	1	0.90452569
A20071	0.88717172	0.407853984	1	1
A20072	0.908575235	0.907296427	1	1
A20073	1	0.887901747	1	1
A20074	0.755640194	0.417449541	1	1
A20075	0.887476472	0.593980107	1	1
A20076	0.811013865	0.473227721	-1	1
A20078	0.624243218	0.523715983	1	1
A20079	0.71666102	0.264712431	-1	1
A20081	0.707106312	0.527809224	1	1
A20082	1	0.997310722	-1	1
A20083	0.7372309	0.280144484	-1	0.927386362
A20084	0.836546121	0.627656867	1	1
A20085	0.859651025	0.549181981	1	1
A20086	0.577070558	0.537586926	1	0.898382713
A20087	1	0.822048638	1	0.910314107
A20088	1	0.906828898	1	1
A20090	0.922287165	0.824935343	-1	0.926152921
A20091	1	0.932836336	-1	0.790064932
A20094	0.736764192	0.713817972	-1	0.898354468
A20095	0.7409447	0.058650975	1	1
A20096	0.833679367	0.97230138	-1	1
A20097	1	0.928872383	1	1
A20099	0.931460906	0.825275738	1	1
A20100	1	0.935081206	1	1
A20101	1	0.999425799	1	1
A20102	0.836261152	0.267377655	1	1
A20103	0.979330958	0.957512133	-1	0.893444277
A20104	1	0.768264726	1	1
A20105	1	0.9639943	1	1
A20106	0.567061554	0.07768364	-1	1
A20107	0.825128715	0.625614861	-1	1
A20108	0.914897752	0.82452559	-1	1
A20109	0.787537593	0.664195064	1	1
A20110	0.930253371	0.997297774	1	0.898781765
A20111	0.661985799	0.085937628	-1	0.89425973
A20112	0.878662616	0.783493412	-1	1
A20113	0.75288862	0.974617177	1	1
A20114	0.611222348	0.180494684	-1	1
A20116	0.860430706	0.790151861	1	1
A20117	1	0.977983514	-1	1
A20119	0.707485347	0.368019822	-1	1
A20120	1	0.999937872	-1	0.926985501
A20121	0.73302259	0.33151606	1	1
A20122	0.886594576	0.932650219	-1	1
A20123	0.728782404	0.310542848	1	0.690038783
A20124	0.881452939	0.691284524	1	0.89922334
A20125	0.522850499	0.022349949	1	1
A20126	0.872086533	0.796792087	-1	1
A20127	0.776014811	0.119818031	-1	1
A20128	1	0.974325507	-1	1
A20129	0.932274401	0.917154473	1	0.811099354
A20130	1	0.987250501	1	1
A20131	0.94740562	0.916128604	-1	1
A20132	0.506963383	0.039802022	-1	1
A20134	0.869289536	0.705186442	1	1
A20135	1	0.999991844	-1	1
A20136	0.902269216	0.71140324	1	1
A20137	1	0.999994594	1	1
A20138	0.627371951	0.047528149	1	1
A20139	1	0.961821196	-1	1
A20140	0.68051142	0.126081097	1	1
A20141	0.941199821	0.982550169	1	1
A20142	1	0.998899573	1	1
A20143	0.658284488	0.248991772	1	0.905528414
A20144	1	0.621970251	1	1
A20146	0.537025032	0.428394848	1	1
A20147	1	0.638973968	1	1
A20148	1	0.933538757	-1	1
A20149	0.716946871	0.524470926	-1	1
A20150	0.868688398	0.965226065	-1	1
A20151	0.886113082	0.899355674	1	1
A20153	0.815644297	0.44096457	-1	1
A20154	0.795701183	0.336379318	-1	0.887257565
A20156	0.555272253	0.03728362	1	0.896394836
A20159	0.633031494	0.181912653	1	1
A20160	0.900468609	0.750403067	-1	1
A20161	0.627459951	0.032315609	1	1
A20162	0.809746292	0.193454405	-1	0.822722755
A20163	0.76643556	0.67651419	-1	1
A20164	1	0.796083714	-1	0.926517086
A20165	0.8626418	0.995414288	1	0.954668827
A20166	0.939774464	0.981680585	1	1
A20168	0.909489719	0.870176407	1	0.891182499
A20169	1	0.677087828	1	0.786866587
A20170	1	0.688801813	-1	1
A20171	1	0.933518083	-1	1
A20172	0.913947327	0.86604939	1	1
A20173	0.765621774	0.961799998	1	0.899905608
A20174	0.791394326	0.451721437	-1	0.927639662
A20176	0.674504226	0.395864959	-1	1
A20179	0.898067029	0.769352701	1	1
A20180	0.913863383	0.988650858	-1	1
A20181	0.925369749	0.967897969	-1	0.969129975
A20182	0.530041517	0.001049134	-1	1
A20183	0.877337477	0.759167563	1	1
A20184	0.904695698	0.999238889	-1	1
A20185	0.752054538	0.53374775	-1	1
A20186	1	0.801964132	1	1
A20187	0.620387141	0.781156305	-1	1
A20188	0.566527028	0.034351529	1	0.88735125
A20189	0.557501553	0.093421122	-1	1
A20190	1	0.996917279	1	1
A20191	1	0.933974518	1	1
A20192	0.897859387	0.683920525	1	1
A20194	1	0.93695478	1	1
A20195	0.586731199	0.010378729	-1	0.831465778
A20196	0.650851878	0.126170424	-1	1
A20198	1	0.85230811	1	1
A20199	0.801726122	0.758290255	1	1
A20200	0.875417317	0.657046583	1	0.903015512
A20201	0.950680672	0.742472898	1	1
A20202	0.767070079	0.458410601	1	1
A20203	1	0.999961061	-1	1
A20204	0.921412071	0.908795383	-1	0.927373078
A20205	0.942934137	0.811093977	-1	1
A20206	0.671053273	0.027117167	1	0.895791915
A20207	0.58175561	0.004191757	1	1
A20209	0.67767283	0.114185965	-1	0.925825549
A20210	1	0.990440142	-1	1
A20211	1	0.703547816	1	1
A20212	0.614175851	0.09379096	1	1
A20213	1	0.933968361	-1	1
A20216	0.867938346	0.554809146	-1	1
A20217	0.882962281	0.553311846	-1	0.92773373
A20219	0.841934971	0.771231158	1	1
A20220	0.95823884	0.724710373	-1	1
A20221	0.923615016	0.991624157	1	1
A20222	0.787601713	0.701355796	1	1
