Argument ID	URL
D27082	https://www.groupdiscussionideas.com/should-adultery-be-criminalised/
D27083	https://www.groupdiscussionideas.com/should-adultery-be-criminalised/
D27084	https://www.groupdiscussionideas.com/should-adultery-be-criminalised/
D27085	https://www.groupdiscussionideas.com/can-women-be-in-combat-roles/
D27086	https://www.groupdiscussionideas.com/can-women-be-in-combat-roles/
D27087	https://www.groupdiscussionideas.com/should-organ-donation-be-made-compulsory/
D27088	https://www.groupdiscussionideas.com/should-organ-donation-be-made-compulsory/
D27089	https://www.groupdiscussionideas.com/should-organ-donation-be-made-compulsory/
D27090	https://www.groupdiscussionideas.com/should-reservations-be-based-on-economic-status/
D27091	https://www.groupdiscussionideas.com/should-reservations-be-based-on-economic-status/
D27092	https://www.groupdiscussionideas.com/should-there-be-a-ban-on-bandhs/
D27093	https://www.groupdiscussionideas.com/should-there-be-a-ban-on-bandhs/
D27094	https://www.groupdiscussionideas.com/should-there-be-a-ban-on-bandhs/
D27095	https://www.groupdiscussionideas.com/does-nepotism-exist-in-bollywood/
D27096	https://www.groupdiscussionideas.com/does-nepotism-exist-in-bollywood/
D27097	https://www.groupdiscussionideas.com/does-nepotism-exist-in-bollywood/
D27098	https://www.groupdiscussionideas.com/is-india-safe-for-women/
D27099	https://www.groupdiscussionideas.com/is-india-safe-for-women/
D27100	https://www.groupdiscussionideas.com/is-india-safe-for-women/
